idx,episode_id,label,confidence,racket,source_csv,lateral_offset_m,lateral_velocity_window_mps,pre_to_hit_delta_m,score_forehand,score_backhand,reason
374,Table_Tennis_01_004_TennisBats01_73p65_75p65_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.36343,-2.06241,-0.13041,6.75,0.00,body_local_swing_forehand
375,Table_Tennis_01_004_TennisBats01_74p88_76p88_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.36068,-1.91752,-0.09289,6.75,0.00,body_local_swing_forehand
376,Table_Tennis_01_004_TennisBats01_81p24_83p24_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.36468,-1.42905,-0.07791,6.75,0.00,body_local_swing_forehand
377,Table_Tennis_01_004_TennisBats01_8p39_10p39_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.39789,-1.28724,-0.08121,6.75,0.00,body_local_swing_forehand
378,Table_Tennis_01_004_TennisBats01_91p09_93p09_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.34839,-1.54824,-0.08242,6.75,0.00,body_local_swing_forehand
379,Table_Tennis_01_004_TennisBats01_92p36_94p36_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.34360,-1.94898,-0.09677,6.75,0.00,body_local_swing_forehand
380,Table_Tennis_01_004_TennisBats01_93p57_95p57_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.34362,-2.13826,-0.10461,6.75,0.00,body_local_swing_forehand
381,Table_Tennis_01_004_TennisBats01_94p80_96p80_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.30786,-2.52031,-0.13822,6.00,0.00,body_local_swing_forehand
382,Table_Tennis_01_004_TennisBats01_96p22_98p22_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.35224,-1.97900,-0.10035,6.75,0.00,body_local_swing_forehand
383,Table_Tennis_01_004_TennisBats01_97p54_99p54_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.47391,-1.43216,-0.09232,6.75,0.00,body_local_swing_forehand
384,Table_Tennis_01_004_TennisBats01_98p91_100p91_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.33553,-1.91449,-0.10765,6.75,0.00,body_local_swing_forehand
385,Table_Tennis_01_004_TennisBats01_9p66_11p66_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.38237,-1.29895,-0.08097,6.75,0.00,body_local_swing_forehand
386,Table_Tennis_01_004_TennisBats02_0p60_2p60_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.34461,-1.60735,-0.12524,6.75,0.00,body_local_swing_forehand
387,Table_Tennis_01_004_TennisBats02_100p80_102p80_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.40420,-2.20685,-0.14278,6.75,0.00,body_local_swing_forehand
388,Table_Tennis_01_004_TennisBats02_10p28_12p28_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.59289,-1.37597,-0.07204,6.75,0.00,body_local_swing_forehand
389,Table_Tennis_01_004_TennisBats02_15p98_17p98_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.35735,-3.19020,-0.14064,6.75,0.00,body_local_swing_forehand
390,Table_Tennis_01_004_TennisBats02_17p46_19p46_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.12864,0.11120,-0.02484,1.00,0.75,weak_motion_evidence
391,Table_Tennis_01_004_TennisBats02_20p50_22p50_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.39195,-2.87061,-0.13625,6.75,0.00,body_local_swing_forehand
392,Table_Tennis_01_004_TennisBats02_21p93_23p93_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.11778,0.13967,0.02041,0.00,1.75,weak_motion_evidence
393,Table_Tennis_01_004_TennisBats02_27p80_29p80_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.18637,0.03009,0.00074,0.00,0.00,weak_motion_evidence
394,Table_Tennis_01_004_TennisBats02_2p04_4p04_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.33482,-1.88126,-0.13688,6.75,0.00,body_local_swing_forehand
395,Table_Tennis_01_004_TennisBats02_35p36_37p36_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.40015,-2.78285,-0.11545,6.75,0.00,body_local_swing_forehand
396,Table_Tennis_01_004_TennisBats02_36p78_38p78_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.07245,0.05248,-0.00679,0.00,0.75,weak_motion_evidence
397,Table_Tennis_01_004_TennisBats02_38p36_40p36_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.59674,-1.09667,-0.09978,6.75,0.00,body_local_swing_forehand
398,Table_Tennis_01_004_TennisBats02_3p39_5p39_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.47951,-1.71734,-0.12190,6.75,0.00,body_local_swing_forehand
399,Table_Tennis_01_004_TennisBats02_47p32_49p32_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.28195,-2.08537,-0.14610,6.00,0.00,body_local_swing_forehand
400,Table_Tennis_01_004_TennisBats02_48p62_50p62_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.35955,-2.21733,-0.14320,6.75,0.00,body_local_swing_forehand
401,Table_Tennis_01_004_TennisBats02_50p92_52p92_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.44618,-1.27251,-0.07829,6.75,0.00,body_local_swing_forehand
402,Table_Tennis_01_004_TennisBats02_52p15_54p15_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.23972,-2.29602,-0.18250,6.00,0.00,body_local_swing_forehand
403,Table_Tennis_01_004_TennisBats02_61p92_63p92_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.35738,-3.20724,-0.16922,6.75,0.00,body_local_swing_forehand
404,Table_Tennis_01_004_TennisBats02_63p33_65p33_Skeleton002,unknown,0.2500,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.06574,-0.05984,-0.04865,2.00,0.75,ambiguous_body_local_swing
405,Table_Tennis_01_004_TennisBats02_65p26_67p26_Skeleton002,forehand,0.9000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.49573,-0.34410,-0.00762,2.75,0.00,body_local_swing_forehand
406,Table_Tennis_01_004_TennisBats02_67p69_69p69_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.38973,-3.06434,-0.14829,6.75,0.00,body_local_swing_forehand
407,Table_Tennis_01_004_TennisBats02_69p21_71p21_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.37657,-2.08107,-0.14724,6.75,0.00,body_local_swing_forehand
408,Table_Tennis_01_004_TennisBats02_70p49_72p49_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.39896,-1.94453,-0.14219,6.75,0.00,body_local_swing_forehand
409,Table_Tennis_01_004_TennisBats02_71p74_73p74_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.54784,-1.51021,-0.09922,6.75,0.00,body_local_swing_forehand
410,Table_Tennis_01_004_TennisBats02_72p98_74p98_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.47080,-1.21071,-0.08889,6.75,0.00,body_local_swing_forehand
411,Table_Tennis_01_004_TennisBats02_74p25_76p25_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.49017,-1.50880,-0.09521,6.75,0.00,body_local_swing_forehand
412,Table_Tennis_01_004_TennisBats02_7p56_9p56_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.41094,-2.93165,-0.14773,6.75,0.00,body_local_swing_forehand
413,Table_Tennis_01_004_TennisBats02_80p42_82p42_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.38528,-3.37435,-0.16140,6.75,0.00,body_local_swing_forehand
414,Table_Tennis_01_004_TennisBats02_91p75_93p75_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.48332,-2.19567,-0.16138,6.75,0.00,body_local_swing_forehand
415,Table_Tennis_01_004_TennisBats02_94p16_96p16_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.63140,-1.35929,-0.07115,6.75,0.00,body_local_swing_forehand
416,Table_Tennis_01_004_TennisBats02_95p48_97p48_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.40055,-1.73925,-0.10894,6.75,0.00,body_local_swing_forehand
417,Table_Tennis_01_004_TennisBats02_96p89_98p89_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.23884,-2.44338,-0.17147,6.00,0.00,body_local_swing_forehand
418,Table_Tennis_01_004_TennisBats02_98p18_100p18_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.45096,-2.12430,-0.17190,6.75,0.00,body_local_swing_forehand
419,Table_Tennis_01_004_TennisBats02_99p56_101p56_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.46892,-1.87599,-0.11636,6.75,0.00,body_local_swing_forehand
420,Table_Tennis_01_004_TennisBats02_9p04_11p04_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_004.csv,0.41922,-1.76686,-0.12566,6.75,0.00,body_local_swing_forehand
421,Table_Tennis_01_012_TennisBats01_139p79_141p79_Skeleton001,forehand,0.9500,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.28615,-0.71636,0.00776,3.00,0.00,body_local_swing_forehand
422,Table_Tennis_01_012_TennisBats01_163p98_165p98_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.42060,-0.80160,-0.05367,5.75,0.00,body_local_swing_forehand
423,Table_Tennis_01_012_TennisBats01_165p22_167p22_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.38573,-1.25223,-0.09363,6.75,0.00,body_local_swing_forehand
424,Table_Tennis_01_012_TennisBats01_166p49_168p49_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.46123,-1.74282,-0.10986,6.75,0.00,body_local_swing_forehand
425,Table_Tennis_01_012_TennisBats01_16p00_18p00_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.37905,-1.06852,-0.05322,5.75,0.00,body_local_swing_forehand
426,Table_Tennis_01_012_TennisBats01_17p31_19p31_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.27126,-2.08345,-0.13249,6.00,0.00,body_local_swing_forehand
427,Table_Tennis_01_012_TennisBats01_18p55_20p55_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.27811,-1.94615,-0.11040,6.00,0.00,body_local_swing_forehand
428,Table_Tennis_01_012_TennisBats01_26p69_28p69_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.32203,-1.93548,-0.11766,6.75,0.00,body_local_swing_forehand
429,Table_Tennis_01_012_TennisBats01_29p07_31p07_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.37531,-1.38815,-0.07805,6.75,0.00,body_local_swing_forehand
430,Table_Tennis_01_012_TennisBats01_34p41_36p41_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.19056,-2.07129,-0.17331,6.00,0.00,body_local_swing_forehand
431,Table_Tennis_01_012_TennisBats01_35p88_37p88_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.35134,-2.07608,-0.13369,6.75,0.00,body_local_swing_forehand
432,Table_Tennis_01_012_TennisBats01_50p45_52p45_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.33744,-1.49600,-0.08725,6.75,0.00,body_local_swing_forehand
433,Table_Tennis_01_012_TennisBats01_51p70_53p70_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.38293,-1.33514,-0.07075,6.75,0.00,body_local_swing_forehand
434,Table_Tennis_01_012_TennisBats01_54p12_56p12_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.34386,-1.74508,-0.10573,6.75,0.00,body_local_swing_forehand
435,Table_Tennis_01_012_TennisBats01_55p34_57p34_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.53758,-2.59520,-0.13508,6.75,0.00,body_local_swing_forehand
436,Table_Tennis_01_012_TennisBats01_57p72_59p72_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.66160,-2.03209,-0.07442,6.75,0.00,body_local_swing_forehand
437,Table_Tennis_01_012_TennisBats01_75p67_77p67_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.50834,-0.97901,-0.07498,6.75,0.00,body_local_swing_forehand
438,Table_Tennis_01_012_TennisBats01_93p13_95p13_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.38764,-1.06595,-0.08053,6.75,0.00,body_local_swing_forehand
439,Table_Tennis_01_012_TennisBats01_95p75_97p75_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.49643,-1.36743,-0.06638,6.75,0.00,body_local_swing_forehand
440,Table_Tennis_01_012_TennisBats01_96p97_98p97_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_012.csv,0.42993,-1.60130,-0.10906,6.75,0.00,body_local_swing_forehand
441,Table_Tennis_01_012_TennisBats02_125p07_127p07_Skeleton002,backhand,0.9000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.15339,0.32868,0.00199,0.00,2.75,body_local_swing_backhand
442,Table_Tennis_01_012_TennisBats02_127p63_129p63_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.01046,0.26268,0.00695,0.00,1.75,weak_motion_evidence
443,Table_Tennis_01_012_TennisBats02_148p16_150p16_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.19665,0.60136,0.04887,0.00,4.00,body_local_swing_backhand
444,Table_Tennis_01_012_TennisBats02_152p90_154p90_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.20446,0.62885,0.03842,0.00,4.00,body_local_swing_backhand
445,Table_Tennis_01_012_TennisBats02_165p83_167p83_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.09915,0.81819,0.06815,0.00,6.75,body_local_swing_backhand
446,Table_Tennis_01_012_TennisBats02_167p06_169p06_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.07565,0.89796,0.03686,0.00,5.75,body_local_swing_backhand
447,Table_Tennis_01_012_TennisBats02_16p61_18p61_Skeleton002,backhand,0.9000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.08526,0.35018,-0.00069,0.00,2.75,body_local_swing_backhand
448,Table_Tennis_01_012_TennisBats02_17p87_19p87_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.16786,-0.14234,-0.01670,1.00,0.00,weak_motion_evidence
449,Table_Tennis_01_012_TennisBats02_189p84_191p84_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.12375,0.53671,0.03145,0.00,4.75,body_local_swing_backhand
450,Table_Tennis_01_012_TennisBats02_192p34_194p34_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.16518,0.19561,-0.00205,0.00,1.00,weak_motion_evidence
451,Table_Tennis_01_012_TennisBats02_19p12_21p12_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.08528,0.07624,0.01105,0.00,0.75,weak_motion_evidence
452,Table_Tennis_01_012_TennisBats02_1p65_3p65_Skeleton002,backhand,0.9000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.06103,0.31610,-0.00750,0.00,2.75,body_local_swing_backhand
453,Table_Tennis_01_012_TennisBats02_24p88_26p88_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.21796,0.08338,-0.01519,1.00,0.00,weak_motion_evidence
454,Table_Tennis_01_012_TennisBats02_27p22_29p22_Skeleton002,backhand,0.9500,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.19533,0.34665,0.02179,0.00,3.00,body_local_swing_backhand
455,Table_Tennis_01_012_TennisBats02_29p61_31p61_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.15922,0.57535,0.02331,0.00,3.75,body_local_swing_backhand
456,Table_Tennis_01_012_TennisBats02_36p43_38p43_Skeleton002,backhand,0.9000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.11827,0.40741,0.01135,0.00,2.75,body_local_swing_backhand
457,Table_Tennis_01_012_TennisBats02_37p74_39p74_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.27026,0.63715,0.05920,0.00,4.00,body_local_swing_backhand
458,Table_Tennis_01_012_TennisBats02_44p05_46p05_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.14335,0.53577,0.02453,0.00,3.75,body_local_swing_backhand
459,Table_Tennis_01_012_TennisBats02_49p80_51p80_Skeleton002,backhand,0.7500,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.18567,0.33315,0.00975,0.00,2.00,body_local_swing_backhand
460,Table_Tennis_01_012_TennisBats02_51p04_53p04_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.09014,0.45107,0.03283,0.00,4.75,body_local_swing_backhand
461,Table_Tennis_01_012_TennisBats02_52p26_54p26_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.22063,0.01088,-0.00947,0.00,0.00,weak_motion_evidence
462,Table_Tennis_01_012_TennisBats02_53p47_55p47_Skeleton002,unknown,0.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.05716,0.26711,0.00170,0.00,1.75,weak_motion_evidence
463,Table_Tennis_01_012_TennisBats02_54p68_56p68_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.10510,0.40779,0.01253,0.00,3.75,body_local_swing_backhand
464,Table_Tennis_01_012_TennisBats02_57p08_59p08_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.19588,0.45951,0.04522,0.00,4.00,body_local_swing_backhand
465,Table_Tennis_01_012_TennisBats02_59p55_61p55_Skeleton002,forehand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.44848,-1.60860,-0.07207,6.75,0.00,body_local_swing_forehand
466,Table_Tennis_01_012_TennisBats02_76p21_78p21_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.10247,0.56083,0.02563,0.00,4.75,body_local_swing_backhand
467,Table_Tennis_01_012_TennisBats02_92p24_94p24_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,-0.02466,0.68101,-0.00177,0.00,3.75,body_local_swing_backhand
468,Table_Tennis_01_012_TennisBats02_95p13_97p13_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.02428,0.56613,0.01562,0.00,3.75,body_local_swing_backhand
469,Table_Tennis_01_012_TennisBats02_9p55_11p55_Skeleton002,backhand,1.0000,TennisBats02,Csv/Point/Table Tennis_01_012.csv,0.24070,0.33580,0.05197,0.00,4.00,body_local_swing_backhand
470,Table_Tennis_01_013_TennisBats01_0p44_2p44_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.50784,-0.54534,-0.04298,4.75,0.00,body_local_swing_forehand
471,Table_Tennis_01_013_TennisBats01_101p09_103p09_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.37152,-1.43585,-0.08374,6.75,0.00,body_local_swing_forehand
472,Table_Tennis_01_013_TennisBats01_106p36_108p36_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.17764,-2.37702,-0.19851,6.00,0.00,body_local_swing_forehand
473,Table_Tennis_01_013_TennisBats01_107p76_109p76_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.43250,-1.42530,-0.08999,6.75,0.00,body_local_swing_forehand
474,Table_Tennis_01_013_TennisBats01_11p22_13p22_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.39952,-0.93283,-0.05164,5.75,0.00,body_local_swing_forehand
475,Table_Tennis_01_013_TennisBats01_120p39_122p39_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.34269,-0.92472,-0.05535,5.75,0.00,body_local_swing_forehand
476,Table_Tennis_01_013_TennisBats01_121p75_123p75_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.32908,-1.26426,-0.05922,5.75,0.00,body_local_swing_forehand
477,Table_Tennis_01_013_TennisBats01_123p00_125p00_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.38132,-1.39712,-0.08509,6.75,0.00,body_local_swing_forehand
478,Table_Tennis_01_013_TennisBats01_125p37_127p37_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.39732,-2.08608,-0.12470,6.75,0.00,body_local_swing_forehand
479,Table_Tennis_01_013_TennisBats01_128p92_130p92_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.50707,-0.98410,-0.07191,6.75,0.00,body_local_swing_forehand
480,Table_Tennis_01_013_TennisBats01_131p32_133p32_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.38382,-0.81056,-0.04100,5.75,0.00,body_local_swing_forehand
481,Table_Tennis_01_013_TennisBats01_132p60_134p60_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.32576,-1.52992,-0.09086,6.75,0.00,body_local_swing_forehand
482,Table_Tennis_01_013_TennisBats01_133p84_135p84_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.36138,-1.25730,-0.08446,6.75,0.00,body_local_swing_forehand
483,Table_Tennis_01_013_TennisBats01_135p09_137p09_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.37153,-1.09709,-0.08444,6.75,0.00,body_local_swing_forehand
484,Table_Tennis_01_013_TennisBats01_136p38_138p38_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.35014,-0.89978,-0.04887,5.75,0.00,body_local_swing_forehand
485,Table_Tennis_01_013_TennisBats01_138p72_140p72_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.51029,-1.65680,-0.11027,6.75,0.00,body_local_swing_forehand
486,Table_Tennis_01_013_TennisBats01_141p08_143p08_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.22702,-1.90007,-0.12384,6.00,0.00,body_local_swing_forehand
487,Table_Tennis_01_013_TennisBats01_143p51_145p51_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.42593,-0.97812,-0.06752,6.75,0.00,body_local_swing_forehand
488,Table_Tennis_01_013_TennisBats01_144p77_146p77_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.44458,-1.25405,-0.08954,6.75,0.00,body_local_swing_forehand
489,Table_Tennis_01_013_TennisBats01_147p23_149p23_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.51006,-1.22144,-0.09495,6.75,0.00,body_local_swing_forehand
490,Table_Tennis_01_013_TennisBats01_149p61_151p61_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.27742,-1.73451,-0.10152,6.00,0.00,body_local_swing_forehand
491,Table_Tennis_01_013_TennisBats01_152p01_154p01_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.44125,-0.70645,-0.06294,6.75,0.00,body_local_swing_forehand
492,Table_Tennis_01_013_TennisBats01_153p32_155p32_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.43209,-0.57198,-0.05893,4.75,0.00,body_local_swing_forehand
493,Table_Tennis_01_013_TennisBats01_155p92_157p92_Skeleton001,unknown,0.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.47702,-0.13504,-0.01499,1.75,0.00,weak_motion_evidence
494,Table_Tennis_01_013_TennisBats01_157p24_159p24_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.35641,-1.20923,-0.07276,6.75,0.00,body_local_swing_forehand
495,Table_Tennis_01_013_TennisBats01_158p46_160p46_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.32747,-1.08237,-0.08048,6.75,0.00,body_local_swing_forehand
496,Table_Tennis_01_013_TennisBats01_159p71_161p71_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.38803,-1.72301,-0.11791,6.75,0.00,body_local_swing_forehand
497,Table_Tennis_01_013_TennisBats01_160p94_162p94_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.48295,-0.87904,-0.06813,6.75,0.00,body_local_swing_forehand
498,Table_Tennis_01_013_TennisBats01_162p19_164p19_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.36406,-0.99120,-0.05237,5.75,0.00,body_local_swing_forehand
499,Table_Tennis_01_013_TennisBats01_163p43_165p43_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.61427,-1.05631,-0.04634,5.75,0.00,body_local_swing_forehand
500,Table_Tennis_01_013_TennisBats01_16p65_18p65_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.16164,-2.24752,-0.18025,6.00,0.00,body_local_swing_forehand
501,Table_Tennis_01_013_TennisBats01_18p19_20p19_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_013.csv,0.42979,-1.31566,-0.10215,6.75,0.00,body_local_swing_forehand
